customer_id,age,gender,city_tier,city_name,employment_type,monthly_income,credit_score,existing_loans,years_employed,education_level,acquisition_channel,onboarding_date
CUST001078,43,Male,Tier 3,Amritsar,Self Employed,66010,671,1,37,Graduate,Organic,2022-07-29
CUST001079,35,Male,Tier 1,Amritsar,Salaried,149067,780,0,16,Postgraduate,DSA Agent,2023-04-24
CUST001080,49,Female,Tier 3,Rampur,Business Owner,146199,722,0,25,Graduate,Social Media,2023-09-20
CUST001081,39,Other,Tier 2,Nagaon,Self Employed,42303,612,1,18,Graduate,Organic,2023-12-16
CUST001082,30,Male,Tier 1,Nellore,Salaried,110033,745,0,15,Graduate,Social Media,2023-02-23
CUST001083,24,Male,Tier 2,Katihar,Gig Worker,14692,530,0,16,Postgraduate,Referral,2023-08-25
CUST001084,22,Female,Tier 1,Karaikudi,Student,10546,412,0,0,Graduate,Organic,2023-01-11
CUST001085,46,Female,Tier 2,Delhi,Business Owner,99788,755,1,39,School,Referral,2022-12-28
CUST001086,35,Male,Tier 2,Faridabad,Gig Worker,13275,510,0,18,Professional,DSA Agent,2022-12-05
CUST001087,28,Female,Tier 3,Bhiwani,Self Employed,37000,562,0,24,Professional,Organic,2023-10-04
CUST001088,33,Female,Tier 1,Panipat,Salaried,58095,762,1,17,Graduate,Social Media,2023-07-22
CUST001089,38,Male,Tier 2,Kadapa,Business Owner,71357,614,0,10,Graduate,Social Media,2023-04-06
CUST001090,44,Female,Tier 1,Shimla,Salaried,57145,849,1,13,Graduate,Social Media,2022-07-28
CUST001091,31,Female,Tier 3,Hazaribagh,Business Owner,178902,762,0,2,Professional,Referral,2022-09-08
CUST001092,50,Female,Tier 2,Rajahmundry,Self Employed,59415,722,1,22,Graduate,Referral,2023-10-24
CUST001093,48,Male,Tier 2,Alwar,Self Employed,64217,649,2,32,Postgraduate,Organic,2022-07-10
CUST001094,24,Male,Tier 3,Katihar,Gig Worker,17439,630,1,10,Graduate,Organic,2023-10-08
CUST001095,40,Male,Tier 1,Satna,Salaried,76615,718,0,4,Postgraduate,Social Media,2023-12-27
CUST001096,30,Male,Tier 1,Katni,Salaried,89373,823,0,16,Postgraduate,Social Media,2022-03-09
CUST001097,36,Female,Tier 3,Thanjavur,Salaried,64514,843,0,8,Graduate,Organic,2022-08-05
CUST001098,43,Female,Tier 3,Aurangabad,Salaried,149285,822,0,3,Graduate,Referral,2023-11-16
CUST001099,31,Female,Tier 3,Kamarhati,Self Employed,99152,621,1,21,Postgraduate,Social Media,2022-12-17
CUST001100,32,Other,Tier 2,Aurangabad,Gig Worker,31775,522,0,7,Postgraduate,Organic,2022-07-09
CUST001101,37,Male,Tier 2,Thiruvananthapuram,Salaried,126581,791,0,15,School,Social Media,2023-08-06
CUST001102,30,Female,Tier 1,Ozhukarai,Business Owner,130018,603,1,35,Graduate,Social Media,2022-12-27
CUST001103,21,Female,Tier 1,Rajkot,Student,12782,475,0,0,Professional,Organic,2023-03-19
CUST001104,51,Male,Tier 1,Bhopal,Business Owner,101678,753,0,19,Graduate,Organic,2023-04-20
CUST001105,50,Female,Tier 3,Bhiwani,Business Owner,68710,739,0,38,School,Social Media,2023-06-03
CUST001106,37,Male,Tier 3,Guntakal,Salaried,136270,826,0,22,Postgraduate,Social Media,2022-10-22
CUST001107,31,Female,Tier 2,Chandrapur,Gig Worker,28563,576,1,12,Graduate,Social Media,2022-09-19
CUST001108,36,Female,Tier 2,Moradabad,Self Employed,24464,696,1,14,Postgraduate,DSA Agent,2022-01-23
CUST001109,34,Male,Tier 2,Mathura,Self Employed,40310,654,1,2,Postgraduate,Referral,2023-01-19
CUST001110,28,Female,Tier 3,Meerut,Salaried,48253,796,2,26,Postgraduate,DSA Agent,2023-10-23
CUST001111,21,Female,Tier 2,Saharsa,Student,0,506,0,0,Graduate,Social Media,2022-09-10
CUST001112,33,Male,Tier 1,Srinagar,Salaried,120002,721,0,20,Graduate,Organic,2022-05-22
CUST001113,38,Male,Tier 1,Bareilly,Salaried,54260,792,0,25,Postgraduate,Organic,2023-01-14
CUST001114,38,Male,Tier 2,Adoni,Gig Worker,23364,539,0,17,Postgraduate,Referral,2022-06-14
CUST001115,34,Female,Tier 2,Guwahati,Gig Worker,18230,510,0,7,School,Social Media,2022-10-03
CUST001116,23,Female,Tier 2,Visakhapatnam,Gig Worker,22392,666,0,1,Graduate,Social Media,2023-09-12
CUST001117,38,Female,Tier 3,Satara,Salaried,80509,804,0,23,Graduate,Referral,2022-07-20
CUST001118,21,Female,Tier 1,Warangal,Student,10302,526,0,0,Graduate,Social Media,2022-09-22
CUST001119,41,Female,Tier 2,Mango,Salaried,131659,802,0,25,Graduate,DSA Agent,2022-08-06
CUST001120,29,Male,Tier 1,Barasat,Salaried,91610,703,1,20,School,Social Media,2023-11-15
CUST001121,21,Female,Tier 3,Amritsar,Student,11651,543,1,0,Postgraduate,Organic,2023-04-09
CUST001122,40,Male,Tier 2,Pimpri-Chinchwad,Business Owner,30726,680,1,20,Postgraduate,DSA Agent,2023-06-29
CUST001123,23,Male,Tier 3,Durg,Student,9758,461,0,0,Graduate,Social Media,2023-11-15
CUST001124,23,Female,Tier 2,Rewa,Student,0,485,0,0,Professional,Social Media,2022-08-03
CUST001125,37,Male,Tier 2,Tadipatri,Self Employed,25543,568,0,4,Graduate,DSA Agent,2023-03-08
CUST001126,34,Female,Tier 3,Muzaffarpur,Gig Worker,33784,562,0,5,School,DSA Agent,2022-01-08
CUST001127,43,Female,Tier 2,Malda,Salaried,108861,814,1,22,Graduate,Organic,2023-02-06
CUST001128,26,Male,Tier 2,Madhyamgram,Gig Worker,15357,631,0,15,Graduate,Referral,2022-05-29
CUST001129,37,Male,Tier 3,Udupi,Gig Worker,19084,640,2,14,Professional,Social Media,2022-03-08
CUST001130,26,Female,Tier 1,Sonipat,Salaried,42949,819,0,9,School,Referral,2022-07-07
CUST001131,40,Female,Tier 2,Malda,Self Employed,91126,619,0,22,Graduate,Organic,2023-07-14
CUST001132,31,Male,Tier 2,Dharmavaram,Gig Worker,15764,569,1,9,Graduate,Referral,2022-11-12
CUST001133,37,Male,Tier 1,Moradabad,Salaried,118181,835,0,24,Graduate,Organic,2023-01-15
CUST001134,35,Female,Tier 1,Ahmedabad,Salaried,46207,796,1,26,School,Organic,2023-03-08
CUST001135,35,Female,Tier 3,Guntakal,Self Employed,37647,621,0,30,Graduate,Organic,2023-08-12
CUST001136,26,Male,Tier 1,Chapra,Salaried,129029,755,2,2,Postgraduate,Organic,2022-07-06
CUST001137,22,Male,Tier 3,Danapur,Student,0,406,0,0,Graduate,DSA Agent,2023-06-21
CUST001138,33,Female,Tier 2,Raichur,Gig Worker,14603,676,2,14,Postgraduate,Organic,2023-01-05
CUST001139,34,Female,Tier 2,Ongole,Gig Worker,34858,583,2,12,Graduate,Social Media,2023-05-17
CUST001140,37,Other,Tier 3,Gaya,Gig Worker,24842,678,1,5,Postgraduate,Social Media,2023-07-07
CUST001141,26,Female,Tier 1,Durgapur,Student,0,519,0,0,Graduate,Organic,2023-01-17
CUST001142,25,Female,Tier 1,Allahabad,Salaried,107463,761,1,18,Graduate,DSA Agent,2022-12-15
CUST001143,47,Male,Tier 2,Bijapur,Self Employed,48984,698,1,23,Graduate,Social Media,2023-09-08
CUST001144,22,Female,Tier 2,Anand,Gig Worker,17971,518,0,0,Graduate,Referral,2022-01-14
CUST001145,45,Male,Tier 2,Bijapur,Salaried,47272,703,1,27,Graduate,Social Media,2022-03-14
CUST001146,25,Female,Tier 2,Siliguri,Student,0,543,2,0,Postgraduate,Organic,2022-08-17
CUST001147,37,Male,Tier 1,Tirupati,Self Employed,53173,610,0,20,School,Social Media,2022-06-22
CUST001148,37,Male,Tier 3,Jalna,Self Employed,96539,588,0,3,Graduate,Organic,2022-11-11
CUST001149,23,Female,Tier 3,Bangalore,Student,12247,535,0,0,Graduate,Referral,2023-06-22
CUST001150,26,Female,Tier 3,Howrah,Student,0,498,0,0,Graduate,Organic,2022-07-08
CUST001151,35,Male,Tier 3,Guna,Self Employed,86882,626,0,16,Graduate,DSA Agent,2022-08-26
CUST001152,22,Female,Tier 2,Bhusawal,Student,0,471,2,0,Graduate,Social Media,2023-05-31
CUST001153,47,Male,Tier 2,Thiruvananthapuram,Self Employed,61019,591,0,39,Graduate,Social Media,2023-03-28
CUST001154,42,Male,Tier 1,Panihati,Self Employed,51332,663,2,29,Postgraduate,Referral,2022-10-14
CUST001155,28,Female,Tier 2,Mau,Self Employed,81401,587,1,15,Graduate,Social Media,2023-01-03
CUST001156,42,Male,Tier 1,Fatehpur,Self Employed,60704,745,1,28,School,Organic,2023-03-06
CUST001157,27,Female,Tier 1,Ghaziabad,Salaried,54138,748,0,13,School,Social Media,2023-02-17
CUST001158,21,Male,Tier 1,Adoni,Student,14295,539,0,0,Graduate,Organic,2022-09-25
CUST001159,23,Female,Tier 1,Tadepalligudem,Student,4257,513,0,0,Graduate,Referral,2022-11-27
CUST001160,36,Female,Tier 1,Gurgaon,Salaried,85337,793,0,24,Graduate,Social Media,2023-08-03
CUST001161,21,Male,Tier 2,Ujjain,Student,0,537,0,0,Graduate,Social Media,2023-03-04
CUST001162,31,Male,Tier 1,Malda,Salaried,135160,765,1,4,Postgraduate,Organic,2022-09-14
CUST001163,25,Female,Tier 2,Shimla,Salaried,123944,722,0,1,Graduate,DSA Agent,2022-10-01
CUST001164,44,Female,Tier 2,Delhi,Self Employed,28807,729,1,26,Postgraduate,Organic,2023-06-30
CUST001165,33,Male,Tier 3,Berhampur,Salaried,104478,703,0,22,Postgraduate,Organic,2022-12-19
CUST001166,25,Female,Tier 2,Kakinada,Student,0,586,0,0,Graduate,DSA Agent,2022-07-30
CUST001167,24,Male,Tier 1,Ongole,Student,8439,539,0,0,Graduate,Organic,2022-08-27
CUST001168,30,Male,Tier 2,Gandhinagar,Gig Worker,18286,571,0,18,Graduate,Referral,2022-07-15
CUST001169,42,Female,Tier 1,Silchar,Salaried,96820,781,0,21,School,Organic,2022-06-29
CUST001170,44,Male,Tier 1,Chennai,Salaried,59238,777,1,15,School,Referral,2022-04-04
CUST001171,40,Female,Tier 1,Hyderabad,Self Employed,54487,594,2,11,Postgraduate,DSA Agent,2023-07-15
CUST001172,44,Female,Tier 2,Secunderabad,Business Owner,99141,684,1,39,School,Social Media,2022-05-30
CUST001173,39,Female,Tier 2,Miryalaguda,Self Employed,98775,659,0,11,Professional,Social Media,2022-09-03
CUST001174,30,Female,Tier 1,Ajmer,Salaried,57211,833,2,30,Graduate,DSA Agent,2022-04-03
CUST001175,30,Female,Tier 1,Gandhidham,Self Employed,85452,685,2,34,Graduate,Organic,2023-08-01
CUST001176,37,Female,Tier 3,Bhimavaram,Gig Worker,31486,669,1,0,Graduate,Social Media,2023-02-21
CUST001177,50,Female,Tier 2,Varanasi,Self Employed,61072,732,0,4,School,Referral,2023-08-16
CUST001178,33,Other,Tier 2,Davanagere,Salaried,106899,803,0,28,School,Referral,2023-06-21
CUST001179,46,Female,Tier 2,Anantapuram,Self Employed,59420,597,1,1,Graduate,Social Media,2022-05-24
CUST001180,36,Male,Tier 2,Muzaffarnagar,Gig Worker,26942,537,3,8,School,DSA Agent,2022-05-29
CUST001181,30,Female,Tier 2,Akola,Business Owner,168881,635,0,8,School,Referral,2022-06-18
CUST001182,32,Female,Tier 1,Begusarai,Salaried,64093,792,0,9,Graduate,Referral,2023-07-28
CUST001183,32,Female,Tier 2,Mangalore,Self Employed,51080,734,0,7,Graduate,Organic,2023-01-12
CUST001184,36,Female,Tier 3,Lucknow,Business Owner,55443,702,0,32,Graduate,Social Media,2022-08-03
CUST001185,42,Female,Tier 1,Firozabad,Salaried,129015,700,0,6,Postgraduate,DSA Agent,2023-07-17
CUST001186,52,Other,Tier 1,Jaipur,Business Owner,77780,712,1,4,Graduate,Organic,2023-04-03
CUST001187,30,Male,Tier 1,Nadiad,Self Employed,64774,741,1,15,Postgraduate,Organic,2023-08-14
CUST001188,39,Female,Tier 1,Sonipat,Salaried,51039,846,0,29,School,DSA Agent,2023-02-12
CUST001189,25,Male,Tier 1,Farrukhabad,Salaried,141013,808,0,29,School,Social Media,2023-04-09
CUST001190,48,Female,Tier 1,Mathura,Self Employed,50129,649,0,4,Graduate,Social Media,2022-08-08
CUST001191,38,Female,Tier 3,Serampore,Salaried,43816,756,2,7,Postgraduate,Social Media,2022-03-20
CUST001192,33,Male,Tier 3,Hajipur,Gig Worker,16054,626,0,5,Postgraduate,Social Media,2023-10-09
CUST001193,42,Male,Tier 1,Amritsar,Salaried,61170,787,0,16,Postgraduate,DSA Agent,2022-05-31
CUST001194,32,Female,Tier 2,Asansol,Self Employed,57539,550,0,21,Graduate,Organic,2022-08-19
CUST001195,43,Male,Tier 1,Jhansi,Salaried,114660,705,0,14,Graduate,Organic,2022-06-26
CUST001196,22,Male,Tier 2,Katihar,Student,0,522,1,0,Graduate,Social Media,2022-10-08
CUST001197,48,Female,Tier 3,Dindigul,Business Owner,151242,635,0,21,Graduate,Social Media,2022-05-20
CUST001198,53,Male,Tier 2,Khora ,Business Owner,48531,651,0,27,Graduate,DSA Agent,2022-08-23
CUST001199,36,Female,Tier 2,Sambalpur,Self Employed,70298,681,2,29,Graduate,Social Media,2022-01-11
CUST001200,43,Female,Tier 2,Tadepalligudem,Salaried,78363,781,0,14,Graduate,Social Media,2023-07-04
CUST001201,33,Male,Tier 2,Jorhat,Self Employed,98901,706,0,3,Graduate,Social Media,2023-02-19
CUST001202,34,Male,Tier 2,Jalgaon,Salaried,96167,704,0,29,Graduate,Organic,2022-04-09
CUST001203,44,Female,Tier 1,Shahjahanpur,Salaried,46772,744,1,11,Graduate,Referral,2022-08-02
CUST001204,45,Female,Tier 3,Parbhani,Salaried,95308,772,0,4,School,Social Media,2022-02-05
CUST001205,35,Female,Tier 3,Danapur,Gig Worker,27172,634,1,7,Graduate,Social Media,2022-02-12
CUST001206,43,Female,Tier 1,Bhagalpur,Self Employed,78116,724,0,34,Professional,Referral,2023-03-06
CUST001207,37,Female,Tier 3,Nandyal,Self Employed,56951,667,0,24,Graduate,Social Media,2022-08-15
CUST001208,24,Male,Tier 2,Rourkela,Gig Worker,17208,608,1,6,Graduate,Organic,2023-06-26
CUST001209,30,Male,Tier 2,Danapur,Salaried,63038,816,1,25,Postgraduate,Organic,2022-04-09
CUST001210,44,Male,Tier 3,Panchkula,Business Owner,52007,685,1,8,Postgraduate,DSA Agent,2023-05-11
CUST001211,25,Male,Tier 2,Mangalore,Gig Worker,13721,662,0,8,School,Social Media,2023-11-06
CUST001212,27,Female,Tier 2,Dindigul,Gig Worker,14823,619,0,11,Postgraduate,Referral,2023-08-08
CUST001213,41,Female,Tier 1,Shimla,Salaried,61998,768,0,17,Graduate,Social Media,2023-01-17
CUST001214,43,Male,Tier 3,Agartala,Self Employed,92853,596,0,25,School,Organic,2022-03-21
CUST001215,30,Female,Tier 2,Ballia,Self Employed,54403,667,2,11,Postgraduate,Organic,2023-11-09
CUST001216,38,Male,Tier 1,Dhule,Salaried,126769,757,0,8,Graduate,Organic,2022-01-10
CUST001217,37,Male,Tier 1,Panihati,Salaried,89172,748,0,1,Graduate,DSA Agent,2023-03-22
CUST001218,45,Female,Tier 2,Noida,Self Employed,65500,649,0,10,Postgraduate,Social Media,2022-08-09
CUST001219,38,Male,Tier 3,Bellary,Self Employed,78425,638,0,17,Graduate,DSA Agent,2022-12-31
CUST001220,32,Male,Tier 1,Khandwa,Salaried,85379,709,0,21,Graduate,Organic,2023-01-07
CUST001221,35,Male,Tier 2,Aurangabad,Business Owner,155343,671,0,13,Graduate,Referral,2022-12-09
CUST001222,34,Male,Tier 1,Dindigul,Salaried,101338,827,0,30,Graduate,Organic,2022-09-22
CUST001223,37,Female,Tier 3,Jamalpur,Gig Worker,32488,502,0,16,School,Organic,2022-05-24
CUST001224,49,Female,Tier 3,Guntur,Business Owner,58165,734,1,17,School,Social Media,2022-02-09
CUST001225,34,Male,Tier 2,Sagar,Gig Worker,29361,538,0,10,Postgraduate,Social Media,2022-07-16
CUST001226,46,Male,Tier 3,Kadapa,Self Employed,76731,599,0,39,Graduate,DSA Agent,2023-11-01
CUST001227,33,Female,Tier 3,Berhampur,Gig Worker,17883,664,0,4,Postgraduate,Organic,2023-01-07
CUST001228,33,Female,Tier 2,Kirari Suleman Nagar,Salaried,148306,768,0,12,Postgraduate,DSA Agent,2022-03-30
CUST001229,55,Male,Tier 2,Purnia,Business Owner,190243,734,0,3,Graduate,Social Media,2023-10-01
CUST001230,33,Male,Tier 3,Bhind,Gig Worker,21165,588,0,4,Postgraduate,Referral,2022-02-20
CUST001231,23,Female,Tier 3,Alappuzha,Student,1760,590,0,0,School,Social Media,2022-11-08
CUST001232,29,Female,Tier 2,Mehsana,Salaried,78608,843,0,25,Graduate,Organic,2023-01-17
CUST001233,28,Male,Tier 1,Darbhanga,Salaried,122274,801,0,3,Postgraduate,Social Media,2022-02-27
CUST001234,30,Female,Tier 1,Nagpur,Salaried,132550,790,0,9,Graduate,Social Media,2023-03-25
CUST001235,50,Male,Tier 3,Mango,Self Employed,73117,646,0,13,Postgraduate,Organic,2023-05-04
CUST001236,23,Female,Tier 2,Bilaspur,Gig Worker,16874,632,1,1,Graduate,Referral,2023-06-18
CUST001237,24,Female,Tier 2,Secunderabad,Student,16611,463,0,0,Postgraduate,Referral,2022-02-11
CUST001238,34,Female,Tier 3,Durg,Gig Worker,15723,645,1,17,Graduate,Referral,2022-04-28
CUST001239,55,Male,Tier 3,Bally,Business Owner,52572,727,0,39,Postgraduate,Referral,2022-04-26
CUST001240,30,Male,Tier 1,Navi Mumbai,Salaried,145106,720,0,24,Graduate,Referral,2023-09-23
CUST001241,19,Male,Tier 1,Madurai,Student,0,416,0,0,School,Referral,2023-03-14
CUST001242,42,Female,Tier 2,Agra,Self Employed,64598,686,2,13,Graduate,Social Media,2022-08-24
CUST001243,38,Male,Tier 3,Thoothukudi,Self Employed,73489,739,1,35,School,Organic,2022-03-08
CUST001244,26,Male,Tier 3,Ozhukarai,Student,0,548,0,0,Graduate,Organic,2022-07-12
CUST001245,49,Male,Tier 1,Barasat,Self Employed,50424,596,0,17,Postgraduate,Organic,2022-04-03
CUST001246,37,Female,Tier 2,Jhansi,Self Employed,95959,576,1,7,Graduate,Organic,2023-03-10
CUST001247,37,Male,Tier 2,Tinsukia,Salaried,140285,808,0,11,Graduate,Referral,2023-08-17
CUST001248,28,Male,Tier 2,Bangalore,Salaried,88866,705,0,5,Postgraduate,DSA Agent,2022-11-20
CUST001249,39,Male,Tier 3,Ichalkaranji,Business Owner,33217,654,0,4,Postgraduate,Referral,2023-04-16
CUST001250,36,Female,Tier 2,Sambhal,Self Employed,57449,688,0,32,Graduate,DSA Agent,2023-04-09
CUST001251,30,Female,Tier 2,Adoni,Self Employed,66175,714,0,22,Graduate,Organic,2023-09-07
CUST001252,24,Female,Tier 2,Chittoor,Gig Worker,25836,569,1,1,Graduate,Organic,2023-04-26
CUST001253,32,Female,Tier 1,Sikar,Salaried,54654,759,1,26,Graduate,Referral,2022-06-25
CUST001254,29,Female,Tier 2,Ambattur,Salaried,104643,843,0,23,Graduate,Organic,2023-08-26
CUST001255,50,Male,Tier 2,Bhalswa Jahangir Pur,Self Employed,89536,690,0,13,School,DSA Agent,2023-02-10
CUST001256,34,Female,Tier 2,Hazaribagh,Gig Worker,30701,507,2,13,School,Social Media,2022-10-23
CUST001257,26,Male,Tier 1,Surendranagar Dudhrej,Salaried,128811,792,0,29,Graduate,DSA Agent,2022-12-16
CUST001258,23,Male,Tier 3,Guwahati,Gig Worker,31222,632,0,17,School,Organic,2023-12-07
CUST001259,33,Female,Tier 2,Maheshtala,Salaried,138858,835,0,22,School,Social Media,2022-12-10
CUST001260,30,Male,Tier 2,Erode,Gig Worker,32985,524,1,19,Graduate,Referral,2022-08-19
CUST001261,35,Male,Tier 1,Bahraich,Salaried,89340,737,0,12,Graduate,Organic,2023-10-31
CUST001262,36,Male,Tier 1,Proddatur,Self Employed,30253,748,0,28,Postgraduate,Social Media,2023-04-03
CUST001263,44,Female,Tier 1,Dindigul,Salaried,74483,745,0,16,Graduate,Social Media,2022-11-30
CUST001264,22,Male,Tier 2,Gangtok,Gig Worker,18110,599,1,13,Professional,Social Media,2022-08-26
CUST001265,44,Female,Tier 1,Farrukhabad,Salaried,55135,791,0,12,Graduate,Social Media,2023-03-18
CUST001266,35,Female,Tier 2,Panchkula,Salaried,81641,811,0,29,School,Social Media,2023-04-28
CUST001267,34,Female,Tier 3,Sonipat,Gig Worker,19630,603,1,3,Postgraduate,Referral,2022-02-16
CUST001268,23,Male,Tier 3,Gurgaon,Gig Worker,27909,579,1,10,School,Organic,2023-04-19
CUST001269,45,Female,Tier 3,Sambhal,Self Employed,60173,656,1,26,Graduate,DSA Agent,2023-07-29
CUST001270,31,Male,Tier 2,Anantapur,Salaried,58077,787,0,18,Graduate,Organic,2022-03-19
CUST001271,39,Male,Tier 2,Tezpur,Self Employed,27495,660,0,16,Graduate,Social Media,2023-08-16
CUST001272,24,Male,Tier 1,Kolhapur,Student,0,504,0,0,Graduate,Organic,2022-06-11
CUST001273,50,Female,Tier 3,Bathinda,Self Employed,55666,581,1,3,School,Referral,2023-05-01
CUST001274,38,Male,Tier 3,Eluru,Salaried,71160,718,0,20,Graduate,Organic,2022-06-13
CUST001275,36,Male,Tier 2,Katni,Gig Worker,12671,508,2,18,Graduate,Organic,2022-07-25
CUST001276,30,Male,Tier 1,Deoghar,Salaried,74219,817,0,3,Graduate,Social Media,2023-05-28
CUST001277,28,Male,Tier 1,Maheshtala,Salaried,66596,777,0,24,Postgraduate,Referral,2022-03-05
CUST001278,41,Female,Tier 2,Moradabad,Business Owner,122516,602,1,24,Graduate,Referral,2022-05-02
CUST001279,30,Female,Tier 1,Jehanabad,Salaried,77441,849,0,19,Postgraduate,Organic,2022-07-06
CUST001280,37,Female,Tier 3,Avadi,Gig Worker,27089,577,0,12,Postgraduate,Social Media,2022-05-16
CUST001281,48,Male,Tier 1,Tirunelveli,Self Employed,61290,581,1,21,Graduate,Social Media,2023-03-05
CUST001282,43,Male,Tier 2,Begusarai,Self Employed,69725,552,0,6,Graduate,DSA Agent,2022-02-28
CUST001283,32,Other,Tier 2,Patna,Gig Worker,12523,552,0,19,School,DSA Agent,2022-05-02
CUST001284,27,Male,Tier 2,Indore,Salaried,85139,841,1,24,School,Organic,2022-01-03
CUST001285,30,Female,Tier 2,Davanagere,Salaried,147347,803,0,28,Graduate,Social Media,2022-11-14
CUST001286,36,Male,Tier 3,Kharagpur,Gig Worker,34240,662,1,11,School,Social Media,2022-12-16
CUST001287,27,Female,Tier 2,Tiruppur,Salaried,116520,702,0,20,School,DSA Agent,2023-06-20
CUST001288,27,Male,Tier 3,Jalna,Gig Worker,25248,504,1,4,School,Referral,2023-04-07
CUST001289,25,Male,Tier 2,Malda,Salaried,54436,710,0,26,Graduate,Referral,2022-12-31
CUST001290,45,Female,Tier 2,Arrah,Salaried,146300,759,0,14,Professional,Social Media,2022-08-15
CUST001291,35,Female,Tier 2,Tirunelveli,Gig Worker,32868,530,1,15,School,Referral,2022-01-26
CUST001292,42,Male,Tier 3,Bulandshahr,Salaried,89502,781,1,5,Graduate,Social Media,2022-06-29
CUST001293,27,Female,Tier 2,Sangli-Miraj & Kupwad,Gig Worker,34967,665,1,15,Graduate,Referral,2022-08-12
CUST001294,31,Female,Tier 2,Bikaner,Self Employed,66896,718,0,22,Graduate,DSA Agent,2023-07-04
CUST001295,25,Male,Tier 3,Morena,Student,0,529,0,0,Postgraduate,Social Media,2022-08-08
CUST001296,28,Male,Tier 1,Pali,Salaried,65544,788,0,6,Graduate,Social Media,2023-07-01
CUST001297,30,Male,Tier 2,Bikaner,Salaried,75271,730,0,27,Graduate,DSA Agent,2023-10-30
CUST001298,41,Male,Tier 3,Tirupati,Salaried,117358,778,1,2,Graduate,DSA Agent,2022-12-19
CUST001299,28,Female,Tier 2,Fatehpur,Self Employed,26761,588,2,10,Postgraduate,Organic,2022-02-25
CUST001300,40,Male,Tier 3,Mahbubnagar,Self Employed,28491,581,1,9,School,Referral,2023-06-18
CUST001301,42,Male,Tier 1,Dharmavaram,Salaried,89698,744,0,28,Graduate,Social Media,2022-07-01
CUST001302,42,Male,Tier 2,Ambala,Business Owner,113835,790,1,11,Graduate,Organic,2023-12-19
CUST001303,30,Female,Tier 2,Bally,Salaried,115793,771,0,27,Postgraduate,Organic,2022-07-25
CUST001304,26,Male,Tier 3,Chennai,Gig Worker,20591,641,2,8,Professional,Organic,2023-09-04
CUST001305,35,Male,Tier 2,Amroha,Self Employed,44466,613,2,38,Graduate,Organic,2023-09-07
CUST001306,22,Male,Tier 1,Silchar,Student,0,580,0,0,Postgraduate,Organic,2023-05-01
CUST001307,33,Female,Tier 2,Hajipur,Self Employed,82743,689,0,35,Postgraduate,DSA Agent,2023-04-04
CUST001308,20,Male,Tier 2,Jehanabad,Student,0,439,0,0,School,DSA Agent,2023-05-29
CUST001309,26,Female,Tier 1,Jaunpur,Salaried,61487,774,0,2,Graduate,Organic,2023-09-17
CUST001310,19,Male,Tier 2,Ramgarh,Student,0,552,0,0,Postgraduate,Organic,2023-12-27
CUST001311,36,Male,Tier 1,Mysore,Salaried,80838,803,0,28,Postgraduate,Social Media,2022-06-03
CUST001312,19,Female,Tier 2,Sirsa,Student,11946,411,0,0,Postgraduate,Referral,2022-11-27
CUST001313,32,Male,Tier 3,Bihar Sharif,Gig Worker,17898,630,2,1,Postgraduate,Organic,2022-03-31
CUST001314,20,Female,Tier 2,Pudukkottai,Student,0,582,0,0,School,Referral,2023-02-27
CUST001315,25,Female,Tier 2,Vijayanagaram,Gig Worker,17327,666,1,5,Postgraduate,Organic,2022-06-24
CUST001316,35,Female,Tier 3,Mangalore,Self Employed,84823,632,0,19,Postgraduate,Organic,2023-05-19
CUST001317,30,Female,Tier 2,Berhampore,Gig Worker,28840,592,0,4,Graduate,Social Media,2022-04-26
CUST001318,46,Male,Tier 2,South Dumdum,Self Employed,92800,712,0,11,Graduate,Organic,2023-12-07
CUST001319,36,Male,Tier 2,Singrauli,Salaried,111283,769,0,28,Graduate,Organic,2022-07-26
CUST001320,28,Female,Tier 1,Mathura,Salaried,97379,748,0,26,Graduate,DSA Agent,2023-10-05
CUST001321,40,Female,Tier 1,Panipat,Salaried,114036,829,0,1,Graduate,Social Media,2022-04-21
CUST001322,44,Female,Tier 2,Jabalpur,Salaried,112383,720,0,3,Graduate,DSA Agent,2022-02-25
CUST001323,18,Male,Tier 1,Kumbakonam,Student,9050,533,1,0,Graduate,Organic,2022-02-16
CUST001324,34,Male,Tier 1,Begusarai,Salaried,141158,742,0,25,Postgraduate,DSA Agent,2022-05-09
CUST001325,44,Female,Tier 2,Arrah,Business Owner,34479,717,1,36,School,DSA Agent,2023-09-08
CUST001326,34,Male,Tier 1,Vasai-Virar,Salaried,90215,786,0,1,School,Social Media,2022-08-27
CUST001327,31,Male,Tier 2,Alappuzha,Salaried,146830,837,0,26,Postgraduate,Referral,2023-04-08
CUST001328,39,Male,Tier 2,Dehradun,Self Employed,88212,706,0,34,Postgraduate,Social Media,2023-08-05
CUST001329,28,Female,Tier 2,Dhule,Self Employed,67512,634,1,31,Graduate,Referral,2023-10-03
CUST001330,30,Male,Tier 2,Surendranagar Dudhrej,Gig Worker,13112,573,1,3,School,Organic,2023-03-19
CUST001331,38,Female,Tier 2,Srinagar,Gig Worker,12042,501,0,3,Graduate,DSA Agent,2023-12-17
CUST001332,31,Male,Tier 2,Eluru,Self Employed,52344,594,0,1,Graduate,Referral,2022-08-13
CUST001333,38,Female,Tier 1,Silchar,Salaried,135749,706,0,19,School,Referral,2022-12-08
