signal_id,customer_id,month,monthly_inflow,monthly_outflow,closing_balance,balance_volatility,inflow_drop_flag,spending_shock_flag,missed_bill_payments,upi_transaction_count,new_loan_flag,stress_score
SIG00056861,CUST002370,2022-05,55556.5,38637.67,128512.77,Low,0,0,0,17,0,18
SIG00056862,CUST002370,2022-06,62161.66,46722.66,143951.77,Low,0,0,0,10,0,14
SIG00056863,CUST002370,2022-07,66397.13,35962.99,174385.91,Low,0,0,0,14,0,25
SIG00056864,CUST002370,2022-08,59243.3,34469.44,199159.77,Low,0,0,0,16,0,17
SIG00056865,CUST002370,2022-09,53577.3,41680.91,211056.15,Low,0,0,0,11,0,7
SIG00056866,CUST002370,2022-10,63290.18,48940.72,225405.62,Low,0,0,0,11,0,8
SIG00056867,CUST002370,2022-11,63476.73,50616.56,238265.8,Low,0,0,0,10,0,6
SIG00056868,CUST002370,2022-12,54155.72,28666.68,263754.84,Low,0,0,0,8,0,12
SIG00056869,CUST002370,2023-01,64182.5,47687.89,280249.45,Low,0,1,0,21,0,7
SIG00056870,CUST002370,2023-02,54388.54,30374.1,304263.88,Low,0,0,0,16,0,10
SIG00056871,CUST002370,2023-03,59032.15,41357.32,321938.71,Low,0,0,0,13,1,6
SIG00056872,CUST002370,2023-04,55294.84,41081.19,336152.36,Low,0,0,0,10,0,5
SIG00056873,CUST002370,2023-05,65351.51,48712.17,352791.71,Low,0,0,0,10,0,5
SIG00056874,CUST002370,2023-06,62462.46,39951.25,375302.93,Low,0,0,0,12,0,7
SIG00056875,CUST002370,2023-07,63747.28,44695.89,394354.32,Low,0,0,0,13,0,6
SIG00056876,CUST002370,2023-08,57634.72,40159.43,411829.61,Low,0,0,0,3,0,5
SIG00056877,CUST002370,2023-09,49447.61,37042.75,424234.47,Low,0,0,0,9,0,3
SIG00056878,CUST002370,2023-10,56083.99,40033.53,440284.92,Low,0,0,0,8,0,4
SIG00056879,CUST002370,2023-11,64177.74,71066.38,433396.28,Low,0,1,0,12,0,1
SIG00056880,CUST002370,2023-12,63693.75,139061.48,358028.55,Low,0,1,0,11,1,20
SIG00056881,CUST002371,2022-01,90466.63,61496.36,119165.26,Medium,0,0,0,14,0,38
SIG00056882,CUST002371,2022-02,79435.58,42588.04,156012.8,Medium,0,0,0,13,0,37
SIG00056883,CUST002371,2022-03,80119.56,60589.12,175543.24,Low,0,0,0,16,0,15
SIG00056884,CUST002371,2022-04,81754.28,47407.87,209889.65,Low,0,0,0,11,0,23
SIG00056885,CUST002371,2022-05,74405.97,42875.97,241419.65,Low,0,0,0,20,0,18
SIG00056886,CUST002371,2022-06,34948.67,19823.41,256544.91,Low,1,0,0,12,0,27
SIG00056887,CUST002371,2022-07,42927.22,22175.87,277296.26,Low,1,0,0,6,0,29
SIG00056888,CUST002371,2022-08,92801.26,47814.27,322283.24,Low,0,1,0,18,0,19
SIG00056889,CUST002371,2022-09,81628.27,46792.7,357118.82,Low,0,0,0,10,0,12
SIG00056890,CUST002371,2022-10,90383.36,50539.44,396962.75,Low,0,0,0,10,0,13
SIG00056891,CUST002371,2022-11,87230.01,49315.55,434877.2,Low,0,0,0,19,0,11
SIG00056892,CUST002371,2022-12,80135.37,48708.49,466304.09,Low,0,0,0,18,0,8
SIG00056893,CUST002371,2023-01,88460.52,52938.34,501826.27,Low,0,0,0,20,0,9
SIG00056894,CUST002371,2023-02,87144.56,61700.54,527270.29,Low,0,0,0,17,0,6
SIG00056895,CUST002371,2023-03,107888.92,71749.97,563409.23,Low,0,0,0,27,0,8
SIG00056896,CUST002371,2023-04,86097.47,44557.82,604948.88,Low,0,0,0,20,0,8
SIG00056897,CUST002371,2023-05,86332.29,68180.56,623100.6,Low,0,1,0,20,0,3
SIG00056898,CUST002371,2023-06,80615.38,61705.46,642010.52,Low,0,0,0,13,1,3
SIG00056899,CUST002371,2023-07,82948.0,72497.48,652461.04,Low,0,0,0,22,0,1
SIG00056900,CUST002371,2023-08,76613.99,43516.18,685558.86,Low,0,0,0,12,0,6
SIG00056901,CUST002371,2023-09,84999.48,58451.05,712107.28,Low,0,0,0,17,0,4
SIG00056902,CUST002371,2023-10,89815.75,69606.32,732316.72,Low,0,0,1,15,0,13
SIG00056903,CUST002371,2023-11,80626.83,40990.32,771953.23,Low,0,0,1,15,0,16
SIG00056904,CUST002371,2023-12,81165.18,73291.38,779827.03,Low,0,1,1,14,1,11
SIG00056905,CUST002372,2022-01,0.0,0.0,1248.3,Low,0,0,0,0,0,0
SIG00056906,CUST002372,2022-02,0.0,0.0,1248.3,Low,0,0,0,0,0,0
SIG00056907,CUST002372,2022-03,0.0,0.0,1248.3,Low,0,0,0,1,0,0
SIG00056908,CUST002372,2022-04,0.0,0.0,1248.3,Low,0,0,0,2,0,0
SIG00056909,CUST002372,2022-05,0.0,0.0,1248.3,Low,0,0,0,2,0,0
SIG00056910,CUST002372,2022-06,0.0,0.0,1248.3,Low,0,0,0,1,0,0
SIG00056911,CUST002372,2022-07,0.0,0.0,1248.3,Low,0,0,0,1,0,0
SIG00056912,CUST002372,2022-08,0.0,0.0,1248.3,Low,0,0,0,0,0,0
SIG00056913,CUST002372,2022-09,0.0,0.0,1248.3,Low,0,0,0,2,0,0
SIG00056914,CUST002372,2022-10,0.0,0.0,1248.3,Low,0,0,0,1,0,0
SIG00056915,CUST002372,2022-11,0.0,0.0,1248.3,Low,0,0,0,2,0,0
SIG00056916,CUST002372,2022-12,0.0,0.0,1248.3,Low,0,0,0,2,0,0
SIG00056917,CUST002372,2023-01,0.0,0.0,1248.3,Low,0,0,0,0,0,0
SIG00056918,CUST002372,2023-02,0.0,0.0,1248.3,Low,0,0,0,1,0,0
SIG00056919,CUST002372,2023-03,0.0,0.0,1248.3,Low,0,0,0,0,0,0
SIG00056920,CUST002372,2023-04,0.0,0.0,1248.3,Low,0,0,0,0,0,0
SIG00056921,CUST002372,2023-05,0.0,0.0,1248.3,Low,0,0,0,1,0,0
SIG00056922,CUST002372,2023-06,0.0,0.0,1248.3,Low,0,0,0,0,0,0
SIG00056923,CUST002372,2023-07,0.0,0.0,1248.3,Low,0,0,0,2,0,0
SIG00056924,CUST002372,2023-08,0.0,0.0,1248.3,Low,0,0,0,2,0,0
SIG00056925,CUST002372,2023-09,0.0,0.0,1248.3,Low,0,0,0,1,0,0
SIG00056926,CUST002372,2023-10,0.0,0.0,1248.3,Low,0,0,0,0,0,0
SIG00056927,CUST002372,2023-11,0.0,0.0,1248.3,Low,0,0,0,0,0,0
SIG00056928,CUST002372,2023-12,0.0,0.0,1248.3,Low,0,0,0,1,0,0
SIG00056929,CUST002373,2022-01,56013.67,38091.62,80276.29,Low,0,0,0,8,0,22
SIG00056930,CUST002373,2022-02,56282.25,39713.93,96844.61,Low,0,0,0,8,0,16
SIG00056931,CUST002373,2022-03,57329.67,30807.4,123366.88,Low,0,0,0,9,0,21
SIG00056932,CUST002373,2022-04,69254.6,54873.05,137748.44,Low,0,1,0,15,0,9
SIG00056933,CUST002373,2022-05,62059.24,40208.89,159598.79,Low,0,0,0,12,0,12
SIG00056934,CUST002373,2022-06,66659.07,36794.34,189463.52,Low,0,0,0,17,0,14
SIG00056935,CUST002373,2022-07,48484.5,24501.96,213446.06,Low,0,0,0,9,0,10
SIG00056936,CUST002373,2022-08,59973.82,40735.82,232684.05,Low,0,1,0,9,0,7
SIG00056937,CUST002373,2022-09,64764.27,51011.79,246436.54,Low,0,0,0,17,1,4
SIG00056938,CUST002373,2022-10,65607.44,74288.29,237755.69,Low,0,0,0,18,1,2
SIG00056939,CUST002373,2022-11,64008.09,49178.57,252585.21,Low,0,0,0,13,0,4
SIG00056940,CUST002373,2022-12,61691.15,47623.81,266652.54,Low,0,0,0,11,0,4
SIG00056941,CUST002373,2023-01,71407.66,63193.17,274867.04,Low,0,0,1,13,0,12
SIG00056942,CUST002373,2023-02,55688.37,36919.31,293636.1,Low,0,0,0,7,0,5
SIG00056943,CUST002373,2023-03,16137.51,8300.49,301473.12,Low,1,0,1,2,0,32
SIG00056944,CUST002373,2023-04,24669.76,17199.64,308943.23,Low,1,1,1,5,0,31
SIG00056945,CUST002373,2023-05,67816.1,40723.13,336036.2,Low,0,1,1,10,0,17
SIG00056946,CUST002373,2023-06,58544.34,43479.15,351101.4,Low,0,0,0,13,0,3
SIG00056947,CUST002373,2023-07,63954.37,48094.64,366961.13,Low,0,0,0,17,0,3
SIG00056948,CUST002373,2023-08,62877.21,42436.9,387401.44,Low,0,0,0,8,0,4
SIG00056949,CUST002373,2023-09,62288.87,40023.51,409666.8,Low,0,0,0,8,0,4
SIG00056950,CUST002373,2023-10,61068.94,43909.8,426825.95,Low,0,0,0,14,0,3
SIG00056951,CUST002373,2023-11,67022.76,45400.74,448447.96,Low,0,0,0,16,0,4
SIG00056952,CUST002373,2023-12,56431.95,44633.68,460246.23,Low,0,0,0,14,0,2
SIG00056953,CUST002374,2022-01,19613.53,14037.27,22045.94,Medium,0,0,0,8,0,27
SIG00056954,CUST002374,2022-02,24847.03,20723.64,26169.33,Low,0,0,0,2,0,14
SIG00056955,CUST002374,2022-03,21154.27,16929.37,30394.23,Low,0,0,0,3,0,12
SIG00056956,CUST002374,2022-04,17457.83,13836.96,34015.11,Low,0,0,0,1,0,9
SIG00056957,CUST002374,2022-05,7076.89,4576.78,36515.21,Low,1,0,0,2,0,25
SIG00056958,CUST002374,2022-06,6365.17,5066.19,37814.19,Low,1,0,0,1,0,22
SIG00056959,CUST002374,2022-07,16676.03,10804.06,43686.15,Low,0,1,0,3,0,12
SIG00056960,CUST002374,2022-08,16551.11,10823.85,49413.42,Low,0,0,0,5,0,10
SIG00056961,CUST002374,2022-09,16531.84,12087.9,53857.35,Low,0,0,0,3,0,7
SIG00056962,CUST002374,2022-10,27807.88,20098.04,61567.19,Low,0,1,0,4,0,11
SIG00056963,CUST002374,2022-11,19520.26,17142.42,63945.04,Low,0,0,0,1,0,3
SIG00056964,CUST002374,2022-12,19038.15,13123.49,69859.7,Low,0,0,0,2,0,7
SIG00056965,CUST002374,2023-01,19053.58,15473.71,73439.58,Low,0,0,0,4,1,4
SIG00056966,CUST002374,2023-02,19222.56,22521.37,70140.77,Low,0,0,0,4,1,3
SIG00056967,CUST002374,2023-03,15613.34,16950.57,68803.55,Low,0,0,0,4,1,1
SIG00056968,CUST002374,2023-04,24276.67,18411.37,74668.85,Low,0,0,0,4,0,6
SIG00056969,CUST002374,2023-05,18060.0,12145.7,80583.15,Low,0,0,1,2,0,16
SIG00056970,CUST002374,2023-06,21638.07,19492.23,82728.99,Low,0,1,1,3,0,12
SIG00056971,CUST002374,2023-07,20112.21,20455.95,82385.25,Low,0,0,1,9,0,10
SIG00056972,CUST002374,2023-08,23406.22,16339.33,89452.13,Low,0,0,0,3,0,6
SIG00056973,CUST002374,2023-09,18754.11,11939.61,96266.62,Low,0,0,0,2,0,6
SIG00056974,CUST002374,2023-10,24619.56,23239.9,97646.29,Low,0,1,0,6,0,1
SIG00056975,CUST002374,2023-11,20433.53,12647.29,105432.53,Low,0,0,0,4,0,6
SIG00056976,CUST002374,2023-12,16332.05,14131.75,107632.83,Low,0,0,0,3,0,1
SIG00056977,CUST002375,2022-01,19646.29,11650.95,34810.88,Low,0,0,0,2,0,35
SIG00056978,CUST002375,2022-02,25124.03,16939.23,42995.68,Low,0,0,0,5,0,28
SIG00056979,CUST002375,2022-03,27261.02,17452.05,52804.65,Low,0,0,0,3,0,27
SIG00056980,CUST002375,2022-04,24745.59,17039.71,60510.53,Low,0,0,0,4,0,17
SIG00056981,CUST002375,2022-05,18863.39,14993.42,64380.51,Low,0,0,0,3,0,7
SIG00056982,CUST002375,2022-06,26941.59,15027.71,76294.39,Low,0,0,0,4,0,22
SIG00056983,CUST002375,2022-07,23077.41,16060.98,83310.82,Low,0,0,0,8,0,11
SIG00056984,CUST002375,2022-08,25994.26,17930.3,91374.78,Low,0,0,0,4,0,11
SIG00056985,CUST002375,2022-09,25376.11,15958.84,100792.05,Low,0,0,0,3,0,12
SIG00056986,CUST002375,2022-10,22101.7,11422.43,111471.31,Low,0,0,0,6,0,12
SIG00056987,CUST002375,2022-11,23750.42,17408.79,117812.94,Low,0,1,0,5,0,6
SIG00056988,CUST002375,2022-12,22483.77,14698.2,125598.51,Low,0,0,0,5,0,7
SIG00056989,CUST002375,2023-01,24355.3,17898.02,132055.79,Low,0,0,0,3,0,6
SIG00056990,CUST002375,2023-02,21894.41,12061.85,141888.34,Low,0,0,0,3,0,8
SIG00056991,CUST002375,2023-03,23639.32,12239.15,153288.52,Low,0,0,0,9,0,9
SIG00056992,CUST002375,2023-04,20703.14,12782.14,161209.52,Low,0,0,0,6,0,6
SIG00056993,CUST002375,2023-05,25970.34,17647.34,169532.52,Low,0,0,0,9,0,6
SIG00056994,CUST002375,2023-06,20039.77,15941.23,173631.07,Low,0,0,0,6,0,2
SIG00056995,CUST002375,2023-07,22681.48,44499.65,151812.89,Low,0,1,0,3,1,15
SIG00056996,CUST002375,2023-08,24233.16,43355.54,132690.51,Low,0,0,0,3,0,15
SIG00056997,CUST002375,2023-09,18695.46,67479.83,83906.14,Medium,0,1,0,2,1,44
SIG00056998,CUST002375,2023-10,25499.43,100011.43,9394.14,High,0,0,0,9,1,50
SIG00056999,CUST002375,2023-11,25102.55,105566.88,-71070.19,High,0,0,0,6,0,50
SIG00057000,CUST002375,2023-12,20162.11,101668.37,-152576.45,High,0,0,0,5,0,50
SIG00057001,CUST002376,2022-01,140922.15,84669.94,279533.86,Low,0,0,0,35,0,20
SIG00057002,CUST002376,2022-02,132128.35,92417.14,319245.07,Low,0,0,0,30,0,11
SIG00057003,CUST002376,2022-03,135840.33,61529.43,393555.97,Low,0,0,0,26,0,18
SIG00057004,CUST002376,2022-04,135951.87,76334.03,453173.8,Low,0,0,0,22,0,12
SIG00057005,CUST002376,2022-05,138056.09,75589.35,515640.55,Low,0,0,0,34,0,11
SIG00057006,CUST002376,2022-06,125676.31,80480.9,560835.95,Low,0,0,0,30,0,7
SIG00057007,CUST002376,2022-07,124687.31,74555.23,610968.03,Low,0,0,0,30,0,7
SIG00057008,CUST002376,2022-08,124390.32,65919.2,669439.15,Low,0,0,0,32,0,7
SIG00057009,CUST002376,2022-09,139002.23,90813.15,717628.23,Low,0,0,0,36,0,5
SIG00057010,CUST002376,2022-10,123298.54,52080.23,788846.54,Low,0,0,0,23,0,7
SIG00057011,CUST002376,2022-11,143074.69,76242.51,855678.72,Low,0,0,0,32,0,6
SIG00057012,CUST002376,2022-12,134657.32,143230.84,847105.2,Low,0,1,0,28,1,0
SIG00057013,CUST002376,2023-01,131003.18,84431.97,893676.41,Low,0,0,0,24,0,4
SIG00057014,CUST002376,2023-02,123855.54,84783.06,932748.89,Low,0,0,0,34,0,3
SIG00057015,CUST002376,2023-03,126174.21,120915.78,938007.31,Low,0,0,0,20,0,0
SIG00057016,CUST002376,2023-04,130495.65,90660.74,977842.22,Low,0,0,0,25,1,3
SIG00057017,CUST002376,2023-05,144065.81,114921.47,1006986.57,Low,0,0,0,30,1,2
SIG00057018,CUST002376,2023-06,129145.32,100677.01,1035454.88,Low,0,0,0,22,0,2
SIG00057019,CUST002376,2023-07,124360.62,78523.98,1081291.51,Low,0,0,0,24,0,3
SIG00057020,CUST002376,2023-08,122237.17,103175.29,1100353.39,Low,0,0,0,22,0,1
SIG00057021,CUST002376,2023-09,121168.88,88845.82,1132676.44,Low,0,0,0,19,0,2
SIG00057022,CUST002376,2023-10,135682.71,111715.39,1156643.76,Low,0,0,0,13,0,1
SIG00057023,CUST002376,2023-11,141326.16,106711.17,1191258.76,Low,0,0,0,29,0,2
SIG00057024,CUST002376,2023-12,130654.54,91889.92,1230023.38,Low,0,0,0,23,0,2
SIG00057025,CUST002377,2022-01,97096.18,39687.7,219897.0,Medium,0,0,0,16,0,28
SIG00057026,CUST002377,2022-02,90356.55,54460.43,255793.12,Low,0,0,0,18,0,13
SIG00057027,CUST002377,2022-03,95917.08,64402.48,287307.72,Low,0,0,0,17,0,9
SIG00057028,CUST002377,2022-04,97281.58,65867.11,318722.19,Low,0,0,0,17,0,8
SIG00057029,CUST002377,2022-05,98796.88,63410.14,354108.94,Low,0,0,0,33,0,8
SIG00057030,CUST002377,2022-06,93930.25,54387.89,393651.3,Low,0,0,0,23,0,8
SIG00057031,CUST002377,2022-07,96527.72,56625.71,433553.31,Low,0,0,0,19,0,8
SIG00057032,CUST002377,2022-08,104421.64,43563.5,494411.45,Low,0,0,0,9,0,11
SIG00057033,CUST002377,2022-09,97929.44,41740.65,550600.25,Low,0,0,0,25,0,9
SIG00057034,CUST002377,2022-10,93781.72,46382.41,597999.56,Low,0,0,0,12,0,6
SIG00057035,CUST002377,2022-11,103984.81,52381.15,649603.22,Low,0,0,0,19,0,6
SIG00057036,CUST002377,2022-12,94727.97,38880.21,705450.99,Low,0,0,0,16,0,6
SIG00057037,CUST002377,2023-01,96197.47,66194.97,735453.49,Low,0,1,0,21,0,3
SIG00057038,CUST002377,2023-02,94571.86,47716.3,782309.05,Low,0,0,0,20,1,5
SIG00057039,CUST002377,2023-03,95981.15,77762.5,800527.7,Low,0,1,0,21,0,1
SIG00057040,CUST002377,2023-04,94409.67,37013.23,857924.13,Low,0,0,0,25,0,5
SIG00057041,CUST002377,2023-05,99060.97,47067.59,909917.51,Low,0,0,0,15,0,4
SIG00057042,CUST002377,2023-06,94075.8,55275.52,948717.8,Low,0,0,0,17,0,3
SIG00057043,CUST002377,2023-07,97581.97,65976.34,980323.43,Low,0,0,0,19,0,2
SIG00057044,CUST002377,2023-08,89798.22,45775.88,1024345.77,Low,0,0,0,17,0,3
SIG00057045,CUST002377,2023-09,80856.72,67371.07,1037831.42,Low,0,0,0,13,0,1
SIG00057046,CUST002377,2023-10,97647.86,93601.47,1041877.81,Low,0,0,0,21,0,0
SIG00057047,CUST002377,2023-11,101564.69,50532.36,1092910.14,Low,0,0,0,31,0,3
SIG00057048,CUST002377,2023-12,98167.6,64522.68,1126555.06,Low,0,0,0,30,0,2
SIG00057049,CUST002378,2022-01,17645.28,13054.74,29965.26,Low,0,0,0,4,0,14
SIG00057050,CUST002378,2022-02,16023.3,10010.76,35977.79,Low,0,0,0,3,0,16
SIG00057051,CUST002378,2022-03,21028.95,12555.56,44451.18,Low,0,0,0,4,0,18
SIG00057052,CUST002378,2022-04,20013.02,14698.42,49765.78,Low,0,0,0,6,0,9
SIG00057053,CUST002378,2022-05,18066.86,9838.23,57994.42,Low,0,0,0,5,0,13
SIG00057054,CUST002378,2022-06,22637.15,16886.57,63745.0,Low,0,1,0,4,0,7
SIG00057055,CUST002378,2022-07,22825.05,17691.83,68878.22,Low,0,0,0,5,0,6
SIG00057056,CUST002378,2022-08,21431.95,15374.57,74935.6,Low,0,0,0,6,0,7
SIG00057057,CUST002378,2022-09,22210.86,14608.43,82538.03,Low,0,0,0,3,0,8
SIG00057058,CUST002378,2022-10,19035.24,12427.92,89145.35,Low,0,0,0,4,0,6
SIG00057059,CUST002378,2022-11,23849.93,17792.49,95202.78,Low,0,0,0,7,0,5
SIG00057060,CUST002378,2022-12,22008.43,11383.46,105827.75,Low,0,0,0,5,0,8
SIG00057061,CUST002378,2023-01,21345.15,15588.13,111584.77,Low,0,0,0,2,0,4
SIG00057062,CUST002378,2023-02,16802.19,9356.14,119030.83,Low,0,0,0,5,0,5
SIG00057063,CUST002378,2023-03,19429.95,13931.37,124529.41,Low,0,0,0,5,0,3
SIG00057064,CUST002378,2023-04,20117.53,13655.82,130991.11,Low,0,0,0,3,0,4
SIG00057065,CUST002378,2023-05,20458.89,15640.95,135809.05,Low,0,0,0,2,0,2
SIG00057066,CUST002378,2023-06,20635.58,14744.43,141700.2,Low,0,0,0,4,0,3
SIG00057067,CUST002378,2023-07,19595.26,15033.54,146261.92,Low,0,0,0,6,0,2
SIG00057068,CUST002378,2023-08,20520.92,11525.91,155256.93,Low,0,0,0,6,0,4
SIG00057069,CUST002378,2023-09,22484.03,11803.22,165937.74,Low,0,0,0,5,0,5
SIG00057070,CUST002378,2023-10,20724.39,11855.3,174806.83,Low,0,0,0,5,0,4
SIG00057071,CUST002378,2023-11,17756.86,10343.75,182219.94,Low,0,0,0,5,0,3
SIG00057072,CUST002378,2023-12,20938.1,43145.51,160012.54,Low,0,1,0,2,1,9
SIG00057073,CUST002379,2022-01,23422.18,20481.08,52062.84,Low,0,0,0,4,0,7
SIG00057074,CUST002379,2022-02,33416.08,28437.36,57041.56,Low,0,0,0,9,0,11
SIG00057075,CUST002379,2022-03,22413.04,18001.22,61453.38,Low,0,0,0,6,0,9
SIG00057076,CUST002379,2022-04,26779.7,23408.56,64824.53,Low,0,0,0,11,0,6
SIG00057077,CUST002379,2022-05,24276.35,15310.02,73790.86,Low,0,0,0,2,0,16
SIG00057078,CUST002379,2022-06,30307.43,21396.96,82701.33,Low,0,0,0,6,0,14
SIG00057079,CUST002379,2022-07,33338.57,24375.7,91664.2,Low,0,0,0,6,0,13
SIG00057080,CUST002379,2022-08,29270.4,24363.83,96570.76,Low,0,0,0,6,0,6
SIG00057081,CUST002379,2022-09,26602.05,19487.04,103685.78,Low,0,0,0,4,0,8
SIG00057082,CUST002379,2022-10,28211.61,23959.44,107937.94,Low,0,0,0,4,0,4
SIG00057083,CUST002379,2022-11,19212.9,16712.62,110438.22,Low,0,0,0,3,0,2
SIG00057084,CUST002379,2022-12,24508.08,15260.88,119685.42,Low,0,0,0,11,0,10
SIG00057085,CUST002379,2023-01,25947.16,23170.76,122461.82,Low,0,1,0,2,0,2
SIG00057086,CUST002379,2023-02,25259.14,16165.84,131555.12,Low,0,0,0,3,0,8
SIG00057087,CUST002379,2023-03,30715.58,22759.68,139511.01,Low,0,0,0,7,0,7
SIG00057088,CUST002379,2023-04,20199.12,12661.14,147048.99,Low,0,0,0,5,0,6
SIG00057089,CUST002379,2023-05,27821.77,25197.89,149672.87,Low,0,1,0,6,1,2
SIG00057090,CUST002379,2023-06,26029.64,12995.13,162707.39,Low,0,0,0,11,0,10
SIG00057091,CUST002379,2023-07,24197.95,17525.23,169380.11,Low,0,0,0,5,0,4
SIG00057092,CUST002379,2023-08,31619.56,35922.33,165077.34,Low,0,1,0,9,1,3
SIG00057093,CUST002379,2023-09,24604.53,35684.87,153997.0,Low,0,0,0,4,0,8
SIG00057094,CUST002379,2023-10,22077.8,27814.94,148259.86,Low,0,0,0,4,0,4
SIG00057095,CUST002379,2023-11,18269.08,31148.39,135380.55,Low,0,0,0,4,0,10
SIG00057096,CUST002379,2023-12,24978.17,29654.38,130704.35,Low,0,0,0,5,1,4
SIG00057097,CUST002380,2022-01,64039.35,34247.73,110067.66,Medium,0,0,0,13,0,44
SIG00057098,CUST002380,2022-02,69295.54,45206.56,134156.64,Low,0,0,0,17,0,26
SIG00057099,CUST002380,2022-03,67531.97,43052.12,158636.48,Low,0,0,0,12,0,21
SIG00057100,CUST002380,2022-04,68656.15,45751.57,181541.07,Low,0,0,0,14,0,17
SIG00057101,CUST002380,2022-05,63855.37,34957.4,210439.04,Low,0,0,0,15,0,19
SIG00057102,CUST002380,2022-06,67499.86,53834.39,224104.51,Low,0,1,0,19,0,7
SIG00057103,CUST002380,2022-07,72802.56,52238.87,244668.2,Low,0,0,0,14,0,11
SIG00057104,CUST002380,2022-08,67996.55,41409.67,271255.07,Low,0,0,0,14,0,13
SIG00057105,CUST002380,2022-09,65588.85,46941.17,289902.75,Low,0,0,0,8,0,8
SIG00057106,CUST002380,2022-10,65473.22,38944.57,316431.4,Low,0,0,0,13,0,10
SIG00057107,CUST002380,2022-11,66852.95,50376.03,332908.32,Low,0,0,0,20,0,6
SIG00057108,CUST002380,2022-12,71295.46,45860.06,358343.72,Low,0,0,0,20,0,9
SIG00057109,CUST002380,2023-01,72342.59,55792.57,374893.73,Low,0,0,0,18,0,5
SIG00057110,CUST002380,2023-02,62254.17,32305.52,404842.38,Low,0,0,0,21,0,9
SIG00057111,CUST002380,2023-03,58303.38,42410.4,420735.36,Low,0,0,0,11,0,4
SIG00057112,CUST002380,2023-04,71111.24,52368.57,439478.03,Low,0,0,0,11,0,5
SIG00057113,CUST002380,2023-05,59059.25,38528.34,460008.93,Low,0,0,0,12,0,5
SIG00057114,CUST002380,2023-06,67878.18,51017.57,476869.54,Low,0,0,0,16,0,4
SIG00057115,CUST002380,2023-07,76518.28,40572.57,512815.25,Low,0,0,0,13,0,9
SIG00057116,CUST002380,2023-08,66957.82,82468.64,497304.43,Low,0,1,0,6,1,3
SIG00057117,CUST002380,2023-09,65040.7,91281.77,471063.37,Low,0,0,0,14,0,6
SIG00057118,CUST002380,2023-10,72502.12,89858.98,453706.51,Low,0,0,0,16,0,4
SIG00057119,CUST002380,2023-11,67287.16,92042.78,428950.89,Low,0,0,0,13,1,6
SIG00057120,CUST002380,2023-12,69182.79,84653.11,413480.57,Low,0,0,0,13,0,4
SIG00057121,CUST002381,2022-01,0.0,0.0,1641.84,Low,0,0,0,0,0,0
SIG00057122,CUST002381,2022-02,0.0,0.0,1641.84,Low,0,0,0,2,0,0
SIG00057123,CUST002381,2022-03,0.0,0.0,1641.84,Low,0,0,0,1,0,0
SIG00057124,CUST002381,2022-04,0.0,0.0,1641.84,Low,0,0,0,0,0,0
SIG00057125,CUST002381,2022-05,0.0,0.0,1641.84,Low,0,0,0,0,0,0
SIG00057126,CUST002381,2022-06,0.0,0.0,1641.84,Low,0,0,0,0,0,0
SIG00057127,CUST002381,2022-07,0.0,0.0,1641.84,Low,0,0,0,0,0,0
SIG00057128,CUST002381,2022-08,0.0,0.0,1641.84,Low,0,0,0,0,0,0
SIG00057129,CUST002381,2022-09,0.0,0.0,1641.84,Low,0,0,0,1,0,0
SIG00057130,CUST002381,2022-10,0.0,0.0,1641.84,Low,0,0,0,2,0,0
SIG00057131,CUST002381,2022-11,0.0,0.0,1641.84,Low,0,0,0,1,0,0
SIG00057132,CUST002381,2022-12,0.0,0.0,1641.84,Low,0,0,0,1,0,0
SIG00057133,CUST002381,2023-01,0.0,0.0,1641.84,Low,0,0,0,0,0,0
SIG00057134,CUST002381,2023-02,0.0,0.0,1641.84,Low,0,0,0,1,0,0
SIG00057135,CUST002381,2023-03,0.0,0.0,1641.84,Low,0,0,0,2,0,0
SIG00057136,CUST002381,2023-04,0.0,0.0,1641.84,Low,0,0,0,1,0,0
SIG00057137,CUST002381,2023-05,0.0,0.0,1641.84,Low,0,0,0,0,0,0
SIG00057138,CUST002381,2023-06,0.0,0.0,1641.84,Low,0,0,0,0,0,0
SIG00057139,CUST002381,2023-07,0.0,0.0,1641.84,Low,0,0,0,1,0,0
SIG00057140,CUST002381,2023-08,0.0,0.0,1641.84,Low,0,0,0,0,0,0
SIG00057141,CUST002381,2023-09,0.0,0.0,1641.84,Low,0,0,0,1,0,0
SIG00057142,CUST002381,2023-10,0.0,0.0,1641.84,Low,0,0,0,0,0,0
SIG00057143,CUST002381,2023-11,0.0,0.0,1641.84,Low,0,0,0,0,0,0
SIG00057144,CUST002381,2023-12,0.0,0.0,1641.84,Low,0,0,0,1,0,0
SIG00057145,CUST002382,2022-01,3733.11,2371.81,7977.79,Low,0,0,0,0,0,30
SIG00057146,CUST002382,2022-02,4047.8,3044.13,8981.45,Low,0,0,0,2,0,18
SIG00057147,CUST002382,2022-03,4823.83,2833.86,10971.42,Low,0,0,0,0,0,33
SIG00057148,CUST002382,2022-04,4450.55,2969.49,12452.48,Low,0,0,0,0,0,20
SIG00057149,CUST002382,2022-05,4669.49,3438.58,13683.39,Low,0,0,0,1,0,14
SIG00057150,CUST002382,2022-06,4153.92,2115.61,15721.69,Low,0,0,0,0,0,22
SIG00057151,CUST002382,2022-07,4085.46,2384.16,17422.99,Low,0,0,0,0,0,16
