loan_id,customer_id,product_type,default_flag,days_to_default,default_month,total_amount_paid,total_amount_pending,recovery_amount,closure_date,write_off_flag
LOAN0001054,CUST005807,Personal Loan,1,90.0,3.0,78452.56,406895.44,134346.11,2024-01-28,1
LOAN0001055,CUST000428,Education Loan,0,,,712265.8,0.0,0.0,2025-08-21,0
LOAN0001056,CUST005880,BNPL,0,,,59709.58,0.0,0.0,2023-04-22,0
LOAN0001057,CUST002747,Personal Loan,1,90.0,3.0,13061.32,143048.68,34909.52,2024-03-24,1
LOAN0001058,CUST000331,Personal Loan,0,,,535942.56,0.0,0.0,2025-05-10,0
LOAN0001059,CUST008225,Personal Loan,0,,,23930.22,0.0,0.0,2025-04-15,0
LOAN0001060,CUST002759,Personal Loan,1,150.0,5.0,40924.68,130661.32,38756.47,2024-05-22,1
LOAN0001061,CUST007980,SME Loan,1,90.0,3.0,29795.86,156663.14,19715.43,2023-12-30,1
LOAN0001062,CUST002885,Personal Loan,0,,,217535.22,0.0,0.0,2024-11-18,0
LOAN0001063,CUST001947,SME Loan,0,,,311280.19,0.0,0.0,2024-10-26,0
LOAN0001064,CUST009739,BNPL,0,,,2695.7,0.0,0.0,2024-07-01,0
LOAN0001065,CUST003617,Personal Loan,0,,,370584.9,0.0,0.0,2025-12-07,0
LOAN0001066,CUST006027,Education Loan,1,180.0,6.0,109140.5,547862.5,158715.65,2024-06-10,1
LOAN0001067,CUST006113,SME Loan,0,,,702343.2,0.0,0.0,2023-06-18,0
LOAN0001068,CUST005611,Personal Loan,0,,,558587.68,0.0,0.0,2024-07-26,0
LOAN0001069,CUST009150,Personal Loan,1,90.0,3.0,14037.48,155975.52,58017.64,2024-03-10,1
LOAN0001070,CUST006755,Personal Loan,0,,,475903.8,0.0,0.0,2026-11-27,0
LOAN0001071,CUST004044,Personal Loan,0,,,45728.55,0.0,0.0,2025-01-30,0
LOAN0001072,CUST008637,Education Loan,1,180.0,6.0,115920.55,602682.45,62720.27,2024-05-13,1
LOAN0001073,CUST001820,Personal Loan,1,210.0,7.0,321341.16,126944.84,28002.16,2024-06-21,1
LOAN0001074,CUST005449,Personal Loan,0,,,21408.15,0.0,0.0,2024-03-25,0
LOAN0001075,CUST009509,Personal Loan,0,,,476325.36,0.0,0.0,2024-08-22,0
LOAN0001076,CUST006269,Personal Loan,1,150.0,5.0,108557.44,312307.56,102462.07,2024-05-29,1
LOAN0001077,CUST008184,SME Loan,0,,,660232.8,0.0,0.0,2025-07-08,0
LOAN0001078,CUST006547,Personal Loan,0,,,556175.7,0.0,0.0,2026-01-03,0
LOAN0001079,CUST008403,BNPL,0,,,58545.97,0.0,0.0,2024-07-02,0
LOAN0001080,CUST009447,SME Loan,0,,,564099.9,0.0,0.0,2025-11-02,0
LOAN0001081,CUST002731,Personal Loan,0,,,524008.32,0.0,0.0,2025-10-29,0
LOAN0001082,CUST001707,Personal Loan,0,,,26709.6,0.0,0.0,2026-07-15,0
LOAN0001083,CUST004846,Personal Loan,0,,,84177.1,0.0,0.0,2023-04-08,0
LOAN0001084,CUST007038,BNPL,1,60.0,2.0,12426.84,35934.16,5763.37,2023-11-26,1
LOAN0001085,CUST002277,SME Loan,0,,,99012.24,0.0,0.0,2025-04-16,0
LOAN0001086,CUST000043,BNPL,0,,,61139.48,0.0,0.0,2023-12-07,0
LOAN0001087,CUST003428,SME Loan,0,,,564420.84,0.0,0.0,2024-05-11,0
LOAN0001088,CUST009689,BNPL,0,,,46231.56,0.0,0.0,2024-02-06,0
LOAN0001089,CUST006969,SME Loan,0,,,234597.72,0.0,0.0,2024-12-05,0
LOAN0001090,CUST004021,Personal Loan,0,,,517421.04,0.0,0.0,2025-07-26,0
LOAN0001091,CUST001931,Personal Loan,0,,,421506.28,0.0,0.0,2025-01-27,0
LOAN0001092,CUST003564,Personal Loan,1,90.0,3.0,67817.88,268620.12,54487.01,2024-03-27,1
LOAN0001093,CUST001709,Personal Loan,0,,,480209.8,0.0,0.0,2025-09-10,0
LOAN0001094,CUST001075,Personal Loan,1,120.0,4.0,94650.42,206086.58,44482.04,2024-03-11,1
LOAN0001095,CUST009076,Personal Loan,0,,,251960.15,0.0,0.0,2024-04-22,0
LOAN0001096,CUST009975,BNPL,1,120.0,4.0,43418.85,13191.15,1448.83,2023-12-19,1
LOAN0001097,CUST001650,Personal Loan,0,,,290937.24,0.0,0.0,2026-03-15,0
LOAN0001098,CUST000552,Personal Loan,0,,,454563.18,0.0,0.0,2024-12-30,0
LOAN0001099,CUST003298,BNPL,0,,,50321.84,0.0,0.0,2024-03-30,0
LOAN0001100,CUST004613,Personal Loan,0,,,372011.34,0.0,0.0,2025-12-05,0
LOAN0001101,CUST002053,Personal Loan,0,,,139876.2,0.0,0.0,2024-06-23,0
LOAN0001102,CUST003017,Personal Loan,0,,,523303.68,0.0,0.0,2025-10-27,0
LOAN0001103,CUST002013,SME Loan,0,,,403560.69,0.0,0.0,2024-12-06,0
LOAN0001104,CUST007751,Personal Loan,0,,,368609.99,0.0,0.0,2024-05-27,0
LOAN0001105,CUST007144,SME Loan,0,,,116423.7,0.0,0.0,2023-11-13,0
LOAN0001106,CUST006358,BNPL,1,90.0,3.0,7063.22,3522.78,1182.61,2023-05-28,1
LOAN0001107,CUST003876,Personal Loan,0,,,575443.7,0.0,0.0,2026-02-28,0
LOAN0001108,CUST009098,SME Loan,0,,,92030.05,0.0,0.0,2026-01-25,0
LOAN0001109,CUST009696,Personal Loan,0,,,164124.78,0.0,0.0,2025-10-14,0
LOAN0001110,CUST001746,Personal Loan,0,,,561435.48,0.0,0.0,2026-11-16,0
LOAN0001111,CUST002238,Personal Loan,0,,,418235.07,0.0,0.0,2026-06-17,0
LOAN0001112,CUST005259,BNPL,1,120.0,4.0,24070.41,23614.59,2469.59,2024-02-17,1
LOAN0001113,CUST000922,Personal Loan,1,120.0,4.0,180884.73,252623.27,72743.78,2023-11-10,1
LOAN0001114,CUST004364,Personal Loan,0,,,496748.89,0.0,0.0,2024-09-14,0
LOAN0001115,CUST005832,BNPL,1,90.0,3.0,20350.28,19850.72,4179.89,2023-07-19,1
LOAN0001116,CUST005227,Personal Loan,0,,,143389.82,0.0,0.0,2025-09-27,0
LOAN0001117,CUST003309,Personal Loan,0,,,24021.9,0.0,0.0,2024-12-20,0
LOAN0001118,CUST005430,Personal Loan,0,,,298758.9,0.0,0.0,2024-09-15,0
LOAN0001119,CUST009591,Personal Loan,1,150.0,5.0,64510.4,288564.6,84086.47,2023-07-11,1
LOAN0001120,CUST002064,BNPL,1,210.0,7.0,45678.78,7411.22,831.7,2024-06-27,1
LOAN0001121,CUST006557,Personal Loan,0,,,496937.43,0.0,0.0,2026-02-20,0
LOAN0001122,CUST000439,Personal Loan,0,,,490514.83,0.0,0.0,2024-12-08,0
LOAN0001123,CUST000672,Education Loan,1,90.0,3.0,35064.52,329190.48,119594.39,2023-09-20,1
LOAN0001124,CUST005524,BNPL,1,240.0,8.0,9202.48,0.0,0.0,2024-08-25,1
LOAN0001125,CUST001060,SME Loan,0,,,702907.2,0.0,0.0,2026-07-05,0
LOAN0001126,CUST000232,Personal Loan,1,150.0,5.0,65379.52,226679.48,59401.96,2024-05-07,1
LOAN0001127,CUST001727,SME Loan,0,,,406725.88,0.0,0.0,2025-08-30,0
LOAN0001128,CUST005657,BNPL,0,,,26837.76,0.0,0.0,2024-01-17,0
LOAN0001129,CUST007052,BNPL,0,,,22590.63,0.0,0.0,2023-09-28,0
LOAN0001130,CUST002030,BNPL,0,,,8768.96,0.0,0.0,2024-04-24,0
LOAN0001131,CUST006691,BNPL,0,,,49462.0,0.0,0.0,2024-02-12,0
LOAN0001132,CUST001833,Personal Loan,0,,,338079.24,0.0,0.0,2024-10-25,0
LOAN0001133,CUST006148,Personal Loan,1,90.0,3.0,32461.74,170284.26,28565.42,2023-10-29,1
LOAN0001134,CUST004127,Personal Loan,0,,,347634.32,0.0,0.0,2025-06-19,0
LOAN0001135,CUST006548,Personal Loan,0,,,25862.4,0.0,0.0,2025-02-11,0
LOAN0001136,CUST009951,SME Loan,0,,,604328.62,0.0,0.0,2025-02-28,0
LOAN0001137,CUST009381,Personal Loan,0,,,374576.88,0.0,0.0,2024-12-29,0
LOAN0001138,CUST000045,Personal Loan,0,,,674802.15,0.0,0.0,2026-02-07,0
LOAN0001139,CUST008866,Personal Loan,0,,,420967.04,0.0,0.0,2025-08-26,0
LOAN0001140,CUST000673,SME Loan,0,,,540099.45,0.0,0.0,2023-07-20,0
LOAN0001141,CUST009533,Personal Loan,1,180.0,6.0,73262.7,317024.3,44056.5,2024-05-18,1
LOAN0001142,CUST002821,SME Loan,1,90.0,3.0,37534.98,136918.02,26959.24,2023-07-09,1
LOAN0001143,CUST003827,Personal Loan,0,,,327904.92,0.0,0.0,2025-02-16,0
LOAN0001144,CUST000925,Personal Loan,0,,,434734.72,0.0,0.0,2025-01-15,0
LOAN0001145,CUST001136,Personal Loan,0,,,446742.34,0.0,0.0,2024-07-03,0
LOAN0001146,CUST007285,Personal Loan,0,,,458517.19,0.0,0.0,2024-02-02,0
LOAN0001147,CUST009445,BNPL,0,,,43785.0,0.0,0.0,2024-01-27,0
LOAN0001148,CUST006120,SME Loan,0,,,176366.4,0.0,0.0,2025-11-23,0
LOAN0001149,CUST007174,SME Loan,0,,,787944.05,0.0,0.0,2026-07-21,0
LOAN0001150,CUST007631,BNPL,1,150.0,5.0,13725.28,20253.72,5137.96,2024-05-02,1
LOAN0001151,CUST002632,SME Loan,0,,,387205.44,0.0,0.0,2024-11-22,0
LOAN0001152,CUST000458,Personal Loan,0,,,759653.28,0.0,0.0,2026-12-06,0
LOAN0001153,CUST000020,Personal Loan,0,,,454460.67,0.0,0.0,2023-10-02,0
LOAN0001154,CUST003502,Education Loan,0,,,848521.74,0.0,0.0,2026-01-12,0
LOAN0001155,CUST002417,BNPL,0,,,57724.1,0.0,0.0,2024-10-21,0
LOAN0001156,CUST000631,Personal Loan,0,,,145746.75,0.0,0.0,2025-03-17,0
LOAN0001157,CUST001805,Personal Loan,1,180.0,6.0,23396.95,67078.05,21358.0,2024-04-03,1
LOAN0001158,CUST001258,BNPL,1,90.0,3.0,4902.74,0.0,0.0,2024-03-07,1
LOAN0001159,CUST009151,Personal Loan,0,,,173673.0,0.0,0.0,2026-02-21,0
LOAN0001160,CUST001417,Personal Loan,0,,,150767.89,0.0,0.0,2024-11-07,0
LOAN0001161,CUST005382,Personal Loan,1,120.0,4.0,20650.5,150331.5,56971.03,2024-01-20,1
LOAN0001162,CUST005941,BNPL,0,,,26048.9,0.0,0.0,2024-04-24,0
LOAN0001163,CUST005440,Education Loan,0,,,984105.64,0.0,0.0,2026-03-07,0
LOAN0001164,CUST000999,SME Loan,0,,,122541.76,0.0,0.0,2026-04-13,0
LOAN0001165,CUST003190,Personal Loan,0,,,528992.1,0.0,0.0,2026-06-09,0
LOAN0001166,CUST000520,Personal Loan,0,,,458555.8,0.0,0.0,2025-04-21,0
LOAN0001167,CUST003962,Personal Loan,1,180.0,6.0,32456.6,63835.4,11028.89,2024-06-25,1
LOAN0001168,CUST001895,BNPL,1,60.0,2.0,18858.23,18556.77,4608.76,2023-06-29,1
LOAN0001169,CUST005624,Personal Loan,0,,,304690.36,0.0,0.0,2025-10-23,0
LOAN0001170,CUST006949,Education Loan,0,,,1010000.64,0.0,0.0,2027-11-25,0
LOAN0001171,CUST005327,Personal Loan,0,,,317515.2,0.0,0.0,2025-02-09,0
LOAN0001172,CUST004345,Personal Loan,1,120.0,4.0,63463.71,407402.29,67132.46,2023-07-19,1
LOAN0001173,CUST003878,Education Loan,0,,,441886.76,0.0,0.0,2026-03-27,0
LOAN0001174,CUST008426,BNPL,0,,,56547.4,0.0,0.0,2024-10-27,0
LOAN0001175,CUST002198,Education Loan,1,210.0,7.0,68887.5,93983.5,35832.55,2024-03-10,1
LOAN0001176,CUST007361,Personal Loan,0,,,573463.65,0.0,0.0,2024-07-22,0
LOAN0001177,CUST007585,BNPL,1,60.0,2.0,11632.98,34045.02,10245.99,2023-09-30,1
LOAN0001178,CUST004198,BNPL,0,,,46774.2,0.0,0.0,2024-07-14,0
LOAN0001179,CUST002975,BNPL,1,60.0,2.0,1562.72,11782.28,3743.31,2023-12-30,1
LOAN0001180,CUST004704,BNPL,0,,,8991.5,0.0,0.0,2024-10-22,0
LOAN0001181,CUST000942,Personal Loan,0,,,568946.94,0.0,0.0,2026-03-03,0
LOAN0001182,CUST000464,BNPL,0,,,17264.1,0.0,0.0,2024-10-17,0
LOAN0001183,CUST001129,BNPL,1,60.0,2.0,18631.29,18514.71,4874.89,2022-11-11,1
LOAN0001184,CUST001881,Personal Loan,0,,,390379.5,0.0,0.0,2026-09-30,0
LOAN0001185,CUST005047,BNPL,0,,,5710.5,0.0,0.0,2023-05-28,0
LOAN0001186,CUST008506,Personal Loan,0,,,376527.36,0.0,0.0,2024-08-28,0
LOAN0001187,CUST002362,Personal Loan,0,,,210953.52,0.0,0.0,2026-06-22,0
LOAN0001188,CUST009353,Education Loan,0,,,316108.78,0.0,0.0,2027-01-02,0
LOAN0001189,CUST009553,Personal Loan,0,,,340108.72,0.0,0.0,2025-06-10,0
LOAN0001190,CUST009591,BNPL,1,180.0,6.0,38524.1,20970.9,7826.16,2024-06-05,1
LOAN0001191,CUST008386,BNPL,1,150.0,5.0,36399.2,7632.8,1663.42,2023-09-27,1
LOAN0001192,CUST003640,Personal Loan,1,180.0,6.0,83702.55,260054.45,96849.93,2024-02-07,1
LOAN0001193,CUST000737,Personal Loan,1,90.0,3.0,86851.12,191038.88,30945.18,2023-07-23,1
LOAN0001194,CUST005697,Personal Loan,1,90.0,3.0,21841.54,162060.46,30785.85,2024-03-29,1
LOAN0001195,CUST005595,Personal Loan,0,,,381456.3,0.0,0.0,2024-07-08,0
LOAN0001196,CUST008514,Personal Loan,0,,,447098.28,0.0,0.0,2024-11-23,0
LOAN0001197,CUST009960,Personal Loan,0,,,170540.58,0.0,0.0,2024-07-13,0
LOAN0001198,CUST005087,Personal Loan,0,,,355192.27,0.0,0.0,2025-03-06,0
LOAN0001199,CUST003450,Personal Loan,0,,,384742.5,0.0,0.0,2025-02-07,0
LOAN0001200,CUST001870,Personal Loan,0,,,571193.37,0.0,0.0,2025-09-22,0
LOAN0001201,CUST000050,BNPL,0,,,7722.55,0.0,0.0,2023-04-10,0
LOAN0001202,CUST005098,Personal Loan,1,210.0,7.0,76796.64,232881.36,46109.23,2024-03-04,1
LOAN0001203,CUST005562,SME Loan,0,,,671805.03,0.0,0.0,2024-06-18,0
LOAN0001204,CUST008263,Personal Loan,0,,,528383.16,0.0,0.0,2024-06-14,0
LOAN0001205,CUST005051,Personal Loan,0,,,640304.0,0.0,0.0,2025-11-17,0
LOAN0001206,CUST009167,Education Loan,0,,,927794.24,0.0,0.0,2025-09-07,0
LOAN0001207,CUST006295,Education Loan,0,,,125791.56,0.0,0.0,2025-10-31,0
LOAN0001208,CUST008412,SME Loan,0,,,494934.24,0.0,0.0,2025-02-25,0
LOAN0001209,CUST001495,Personal Loan,0,,,408603.3,0.0,0.0,2025-02-20,0
LOAN0001210,CUST008565,BNPL,0,,,23773.2,0.0,0.0,2023-02-01,0
LOAN0001211,CUST006763,Personal Loan,0,,,560503.87,0.0,0.0,2025-02-13,0
LOAN0001212,CUST001713,SME Loan,0,,,339650.8,0.0,0.0,2025-03-03,0
LOAN0001213,CUST001905,SME Loan,0,,,206968.77,0.0,0.0,2025-04-21,0
LOAN0001214,CUST009268,BNPL,1,150.0,5.0,12597.08,17203.92,5041.89,2023-12-09,1
LOAN0001215,CUST000328,BNPL,1,120.0,4.0,57458.73,0.0,0.0,2024-01-16,1
LOAN0001216,CUST004624,Personal Loan,0,,,356966.4,0.0,0.0,2026-04-13,0
LOAN0001217,CUST003138,Personal Loan,0,,,258013.76,0.0,0.0,2024-12-25,0
LOAN0001218,CUST006658,Personal Loan,0,,,415881.81,0.0,0.0,2023-03-27,0
LOAN0001219,CUST008405,Personal Loan,1,150.0,5.0,36000.6,131374.4,37781.63,2024-01-29,1
LOAN0001220,CUST003603,Personal Loan,0,,,204029.64,0.0,0.0,2026-10-11,0
LOAN0001221,CUST004271,Personal Loan,0,,,71615.5,0.0,0.0,2026-02-21,0
LOAN0001222,CUST009818,BNPL,1,120.0,4.0,15712.89,0.0,0.0,2023-03-26,1
LOAN0001223,CUST007851,Personal Loan,0,,,125820.0,0.0,0.0,2026-03-25,0
LOAN0001224,CUST008981,Personal Loan,0,,,53057.6,0.0,0.0,2024-10-28,0
LOAN0001225,CUST004386,BNPL,1,150.0,5.0,42376.8,0.0,0.0,2024-04-28,1
LOAN0001226,CUST002347,Personal Loan,0,,,144118.69,0.0,0.0,2025-01-05,0
LOAN0001227,CUST004126,SME Loan,0,,,717425.84,0.0,0.0,2025-03-08,0
LOAN0001228,CUST007177,Personal Loan,0,,,114292.86,0.0,0.0,2026-05-25,0
LOAN0001229,CUST001107,BNPL,1,60.0,2.0,4743.09,9271.91,2188.3,2022-12-20,1
LOAN0001230,CUST002705,Personal Loan,1,90.0,3.0,1783.22,21292.78,2614.84,2024-02-17,1
LOAN0001231,CUST000473,Personal Loan,0,,,215565.0,0.0,0.0,2024-05-14,0
LOAN0001232,CUST004325,Education Loan,0,,,829132.52,0.0,0.0,2025-08-26,0
LOAN0001233,CUST008287,Personal Loan,0,,,279851.33,0.0,0.0,2024-10-25,0
LOAN0001234,CUST000257,SME Loan,1,60.0,2.0,20483.6,381585.4,92330.87,2024-01-27,1
LOAN0001235,CUST006765,Personal Loan,0,,,483261.04,0.0,0.0,2025-01-18,0
LOAN0001236,CUST009327,Personal Loan,1,120.0,4.0,5920.62,38194.38,8559.32,2023-08-26,1
LOAN0001237,CUST002374,BNPL,0,,,27363.1,0.0,0.0,2023-08-20,0
LOAN0001238,CUST006957,BNPL,1,90.0,3.0,3991.88,9535.12,1013.67,2024-03-24,1
LOAN0001239,CUST009752,Personal Loan,0,,,192340.33,0.0,0.0,2023-11-21,0
LOAN0001240,CUST009624,Personal Loan,1,240.0,8.0,112716.8,239232.2,45126.04,2023-05-29,1
LOAN0001241,CUST002354,Education Loan,1,150.0,5.0,53981.88,251852.12,36512.97,2024-04-26,1
LOAN0001242,CUST001012,SME Loan,1,180.0,6.0,56829.9,185335.1,21712.77,2024-03-29,1
LOAN0001243,CUST001495,SME Loan,0,,,485284.32,0.0,0.0,2025-11-24,0
LOAN0001244,CUST007040,Personal Loan,0,,,573311.4,0.0,0.0,2026-03-09,0
LOAN0001245,CUST007275,BNPL,1,150.0,5.0,21618.2,25914.8,7933.83,2024-04-17,1
LOAN0001246,CUST006752,Personal Loan,1,120.0,4.0,35211.09,41852.91,15401.53,2023-10-08,1
LOAN0001247,CUST003357,Personal Loan,0,,,85164.16,0.0,0.0,2026-05-13,0
LOAN0001248,CUST001708,BNPL,0,,,50188.56,0.0,0.0,2024-03-22,0
LOAN0001249,CUST005823,SME Loan,0,,,217010.02,0.0,0.0,2025-01-22,0
LOAN0001250,CUST004843,Personal Loan,0,,,490337.82,0.0,0.0,2025-01-15,0
LOAN0001251,CUST007307,Education Loan,1,210.0,7.0,129836.34,617176.66,138106.67,2024-01-08,1
LOAN0001252,CUST004415,Personal Loan,0,,,529865.0,0.0,0.0,2023-07-08,0
LOAN0001253,CUST003382,Personal Loan,1,240.0,8.0,135115.4,104934.6,35787.96,2024-05-14,1
LOAN0001254,CUST002938,Personal Loan,1,240.0,8.0,95950.33,107250.67,17286.95,2024-04-09,1
LOAN0001255,CUST002120,Education Loan,1,60.0,2.0,24533.03,478266.97,113686.56,2024-02-20,1
LOAN0001256,CUST002660,BNPL,0,,,55613.6,0.0,0.0,2023-12-17,0
LOAN0001257,CUST000959,Personal Loan,0,,,405910.31,0.0,0.0,2024-07-29,0
LOAN0001258,CUST003465,BNPL,0,,,34957.77,0.0,0.0,2023-07-12,0
LOAN0001259,CUST000369,Personal Loan,0,,,372059.5,0.0,0.0,2024-08-30,0
LOAN0001260,CUST001875,Personal Loan,0,,,143327.16,0.0,0.0,2024-05-07,0
LOAN0001261,CUST007482,BNPL,0,,,47353.84,0.0,0.0,2023-10-14,0
LOAN0001262,CUST003255,Personal Loan,0,,,175697.1,0.0,0.0,2026-04-09,0
LOAN0001263,CUST006691,Personal Loan,0,,,111833.82,0.0,0.0,2026-02-22,0
LOAN0001264,CUST007184,SME Loan,0,,,657898.2,0.0,0.0,2026-02-27,0
LOAN0001265,CUST005827,Personal Loan,0,,,493596.9,0.0,0.0,2024-10-16,0
LOAN0001266,CUST009590,Personal Loan,0,,,349198.8,0.0,0.0,2025-11-22,0
LOAN0001267,CUST000223,BNPL,0,,,8813.98,0.0,0.0,2024-07-27,0
LOAN0001268,CUST007404,Personal Loan,0,,,362198.25,0.0,0.0,2023-04-06,0
LOAN0001269,CUST009590,Personal Loan,0,,,543486.78,0.0,0.0,2025-10-21,0
LOAN0001270,CUST008635,Personal Loan,0,,,359717.7,0.0,0.0,2024-03-05,0
LOAN0001271,CUST001690,Personal Loan,0,,,362039.8,0.0,0.0,2025-08-01,0
LOAN0001272,CUST003268,Personal Loan,0,,,501549.5,0.0,0.0,2024-10-25,0
LOAN0001273,CUST001736,Education Loan,0,,,761630.57,0.0,0.0,2026-10-19,0
LOAN0001274,CUST006026,Personal Loan,0,,,34875.2,0.0,0.0,2025-09-07,0
LOAN0001275,CUST007139,Personal Loan,0,,,112249.44,0.0,0.0,2026-02-21,0
LOAN0001276,CUST003171,Personal Loan,0,,,497515.0,0.0,0.0,2025-03-10,0
LOAN0001277,CUST005399,Personal Loan,0,,,694380.72,0.0,0.0,2025-09-21,0
LOAN0001278,CUST006930,Personal Loan,0,,,533791.61,0.0,0.0,2024-11-06,0
LOAN0001279,CUST004219,Personal Loan,0,,,542390.24,0.0,0.0,2025-12-30,0
LOAN0001280,CUST008553,SME Loan,0,,,691344.0,0.0,0.0,2024-06-02,0
LOAN0001281,CUST007724,SME Loan,0,,,477634.5,0.0,0.0,2025-03-24,0
LOAN0001282,CUST000653,BNPL,1,240.0,8.0,56380.56,0.0,0.0,2024-08-03,1
LOAN0001283,CUST006226,Personal Loan,1,60.0,2.0,1438.85,38414.15,6092.14,2024-02-11,1
LOAN0001284,CUST002359,Personal Loan,0,,,258842.1,0.0,0.0,2024-02-01,0
LOAN0001285,CUST005584,BNPL,1,240.0,8.0,29836.1,6545.9,1886.34,2024-05-19,1
LOAN0001286,CUST009571,BNPL,1,240.0,8.0,49215.6,0.0,0.0,2024-06-26,1
LOAN0001287,CUST008803,BNPL,1,90.0,3.0,17091.38,42333.62,7798.89,2023-01-21,1
LOAN0001288,CUST004052,BNPL,0,,,20563.8,0.0,0.0,2023-09-04,0
LOAN0001289,CUST002919,Personal Loan,0,,,120995.4,0.0,0.0,2024-06-12,0
LOAN0001290,CUST002349,BNPL,0,,,38921.22,0.0,0.0,2023-01-17,0
LOAN0001291,CUST005330,Personal Loan,0,,,81001.35,0.0,0.0,2026-03-29,0
LOAN0001292,CUST001155,BNPL,1,60.0,2.0,4008.11,11931.89,3244.3,2023-10-01,1
LOAN0001293,CUST005499,Personal Loan,1,210.0,7.0,74921.94,30168.06,9521.81,2023-07-26,1
LOAN0001294,CUST000015,Personal Loan,0,,,561918.89,0.0,0.0,2023-04-15,0
LOAN0001295,CUST003241,BNPL,0,,,11669.9,0.0,0.0,2024-03-21,0
LOAN0001296,CUST002203,BNPL,0,,,13817.94,0.0,0.0,2023-08-25,0
LOAN0001297,CUST009713,Personal Loan,0,,,455727.73,0.0,0.0,2025-07-20,0
LOAN0001298,CUST007290,Education Loan,0,,,265750.17,0.0,0.0,2025-04-18,0
LOAN0001299,CUST003491,BNPL,1,210.0,7.0,46590.1,0.0,0.0,2024-01-08,1
LOAN0001300,CUST000939,Personal Loan,0,,,486435.42,0.0,0.0,2024-04-30,0
LOAN0001301,CUST005175,Personal Loan,0,,,177706.72,0.0,0.0,2024-01-04,0
LOAN0001302,CUST002139,SME Loan,0,,,512189.26,0.0,0.0,2024-09-04,0
LOAN0001303,CUST005371,Personal Loan,1,120.0,4.0,102848.01,390214.99,111557.65,2024-04-16,1
LOAN0001304,CUST008367,Personal Loan,0,,,336470.64,0.0,0.0,2025-06-28,0
LOAN0001305,CUST006172,SME Loan,0,,,361008.6,0.0,0.0,2026-01-02,0
LOAN0001306,CUST006347,BNPL,0,,,44891.0,0.0,0.0,2023-09-25,0
LOAN0001307,CUST005416,BNPL,0,,,29221.5,0.0,0.0,2024-05-31,0
LOAN0001308,CUST009275,SME Loan,0,,,331131.51,0.0,0.0,2025-12-08,0
LOAN0001309,CUST009321,Personal Loan,0,,,190798.5,0.0,0.0,2026-02-11,0
LOAN0001310,CUST005134,Personal Loan,1,120.0,4.0,76629.18,280475.82,80977.58,2023-09-28,1
LOAN0001311,CUST003060,SME Loan,0,,,619703.14,0.0,0.0,2024-07-06,0
LOAN0001312,CUST004592,Personal Loan,0,,,365556.78,0.0,0.0,2026-07-16,0
LOAN0001313,CUST001876,Personal Loan,0,,,46208.68,0.0,0.0,2024-08-25,0
LOAN0001314,CUST006371,Personal Loan,0,,,188757.6,0.0,0.0,2025-08-30,0
LOAN0001315,CUST005009,Personal Loan,0,,,66072.58,0.0,0.0,2024-04-04,0
LOAN0001316,CUST001044,Personal Loan,0,,,131279.46,0.0,0.0,2026-01-01,0
LOAN0001317,CUST001981,Personal Loan,0,,,434185.44,0.0,0.0,2026-10-25,0
LOAN0001318,CUST004800,Personal Loan,0,,,402567.06,0.0,0.0,2025-02-11,0
LOAN0001319,CUST008887,Personal Loan,0,,,433478.3,0.0,0.0,2024-04-14,0
LOAN0001320,CUST005673,Personal Loan,0,,,504836.4,0.0,0.0,2026-05-06,0
LOAN0001321,CUST006830,Personal Loan,0,,,432499.44,0.0,0.0,2024-04-18,0
LOAN0001322,CUST003387,Personal Loan,0,,,12093.44,0.0,0.0,2024-06-19,0
LOAN0001323,CUST005726,Personal Loan,0,,,24867.75,0.0,0.0,2025-02-01,0
LOAN0001324,CUST004476,SME Loan,1,90.0,3.0,13617.56,155529.44,46329.09,2024-01-24,1
LOAN0001325,CUST006600,Personal Loan,1,120.0,4.0,2363.55,12825.45,3298.67,2023-12-25,1
LOAN0001326,CUST000512,Personal Loan,0,,,240396.66,0.0,0.0,2025-05-26,0
LOAN0001327,CUST004944,Personal Loan,0,,,423634.86,0.0,0.0,2024-05-19,0
LOAN0001328,CUST002963,BNPL,0,,,3452.7,0.0,0.0,2023-12-18,0
LOAN0001329,CUST003263,BNPL,0,,,13773.0,0.0,0.0,2024-05-22,0
LOAN0001330,CUST009610,SME Loan,0,,,97505.28,0.0,0.0,2024-06-13,0
LOAN0001331,CUST001836,Personal Loan,1,240.0,8.0,235868.94,0.0,0.0,2024-07-26,1
LOAN0001332,CUST003114,SME Loan,0,,,512699.25,0.0,0.0,2025-02-09,0
LOAN0001333,CUST005106,Personal Loan,0,,,423530.56,0.0,0.0,2026-07-30,0
LOAN0001334,CUST008642,BNPL,1,180.0,6.0,14653.95,0.0,0.0,2024-02-13,1
LOAN0001335,CUST004174,BNPL,0,,,30335.66,0.0,0.0,2023-09-16,0
LOAN0001336,CUST007454,Personal Loan,0,,,492807.15,0.0,0.0,2026-09-04,0
LOAN0001337,CUST008575,Education Loan,0,,,198550.32,0.0,0.0,2024-12-17,0
LOAN0001338,CUST003103,SME Loan,0,,,742673.0,0.0,0.0,2024-09-29,0
LOAN0001339,CUST003931,Personal Loan,0,,,185364.6,0.0,0.0,2026-04-01,0
LOAN0001340,CUST003567,Personal Loan,0,,,446888.3,0.0,0.0,2024-07-29,0
LOAN0001341,CUST008340,Personal Loan,0,,,607645.76,0.0,0.0,2026-06-30,0
